ID,Unnamed: 0,pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
1013,3538817,3538818,udp,192.168.100.150,17199,192.168.100.3,80,123737,0.773976,100,2.419772,4,3.514338,100,0,0.479461,4.062499,1,DDoS,UDP
1014,2995484,2995485,udp,192.168.100.147,3247,192.168.100.3,80,104707,1.368925,100,1.973733,4,3.909671,100,0,1.025229,4.884248,1,DDoS,UDP
1015,686346,686347,udp,192.168.100.149,10553,192.168.100.5,80,69070,1.939383,78,0,4,2.742697,78,0,0.157915,4.118266,1,DoS,UDP
1016,966230,966231,udp,192.168.100.148,28911,192.168.100.6,80,86797,0.012041,100,3.561944,4,3.57054,100,0,0.279782,3.591064,1,DoS,UDP
1017,2375982,2375983,tcp,192.168.100.148,35062,192.168.100.3,80,200443,1.522435,26,0,3,2.147383,100,0,0.315596,3.356257,1,DDoS,TCP
1018,1354695,1354696,udp,192.168.100.148,6712,192.168.100.6,80,213107,2.054921,100,0,4,2.054609,100,0,0.18174,4.159887,1,DoS,UDP
1019,2016371,2016372,tcp,192.168.100.150,37612,192.168.100.3,80,102978,0.093663,93,4.033229,3,4.126903,100,0,0.206392,4.220576,1,DDoS,TCP
1020,2901719,2901720,udp,192.168.100.150,13877,192.168.100.3,80,10942,0.939819,84,2.043229,4,3.372333,100,0,0.494437,4.037501,1,DDoS,UDP
1021,152041,152042,tcp,192.168.100.149,33081,192.168.100.5,80,150565,0,100,0,3,0,100,0,0.111036,0,1,DoS,TCP
1022,1851963,1851964,tcp,192.168.100.149,49779,192.168.100.3,80,200723,0,79,0,3,0,100,0,0,0,1,DDoS,TCP
1023,2245434,2245435,tcp,192.168.100.149,19328,192.168.100.3,80,69894,1.696312,78,0,3,2.391133,100,0,0.281934,3.754252,1,DDoS,TCP
1024,1276738,1276739,udp,192.168.100.150,58107,192.168.100.3,80,135150,1.783754,83,0,4,3.14219,83,0,0.461413,4.916973,1,DoS,UDP
1025,2799460,2799461,udp,192.168.100.150,30211,192.168.100.3,80,170844,1.907397,100,0,4,2.697456,100,0,0.329438,4.052792,1,DDoS,UDP
1026,1589438,1589439,udp,192.168.100.148,27100,192.168.100.6,80,185696,0.026958,100,3.987222,4,4.024938,100,0,0.248003,4.048716,1,DoS,UDP
1027,3560033,3560034,udp,192.168.100.150,22490,192.168.100.3,80,144953,0.642545,47,2.699385,4,3.608078,100,0,0.470346,4.062956,1,DDoS,UDP
1028,2541002,2541003,tcp,192.168.100.148,4184,192.168.100.3,80,103316,1.633163,100,0,1,1.297914,100,0,0.095127,3.601379,1,DDoS,TCP
1029,2438143,2438144,tcp,192.168.100.148,43775,192.168.100.3,80,449,1.053497,100,0,7,0.84823,100,0,0.081023,2.333082,1,DDoS,TCP
1030,2017662,2017663,tcp,192.168.100.147,38365,192.168.100.3,80,104269,0.194135,52,3.106253,3,3.369661,100,0,0.295956,3.568404,1,DDoS,TCP
1031,3547711,3547712,udp,192.168.100.147,40727,192.168.100.3,80,132631,1.877054,100,0.984794,4,3.639307,100,0,1.005755,4.979724,1,DDoS,UDP
1032,1198465,1198466,udp,192.168.100.147,12471,192.168.100.7,80,56877,0.1897,100,3.424984,4,3.66467,100,0,0.217171,3.956194,1,DoS,UDP
1033,1289775,1289776,udp,192.168.100.150,62120,192.168.100.3,80,148187,1.769517,100,0,4,3.107872,100,0,0.461403,4.909972,1,DoS,UDP
1034,1954117,1954118,tcp,192.168.100.150,35921,192.168.100.3,80,40721,1.851025,88,0.211353,1,2.826584,100,0.224978,0.343477,4.233522,1,DDoS,TCP
1035,2876736,2876737,udp,192.168.100.149,61371,192.168.100.3,80,248120,0.152895,100,4.07066,4,4.223562,100,0,0.477319,4.376464,1,DDoS,UDP
1036,1294859,1294860,udp,192.168.100.147,56033,192.168.100.7,80,153271,1.812206,69,0,4,1.479182,69,0,0.200336,3.770806,1,DoS,UDP
1037,343186,343187,tcp,192.168.100.150,36179,192.168.100.3,80,79557,0.013099,86,0.122985,1,0.136084,86,0.034516,0.103548,0.149183,1,DoS,TCP
1038,968678,968679,udp,192.168.100.150,49631,192.168.100.3,80,89245,1.791196,42,0,4,3.582373,42,0,0.446813,4.485099,1,DoS,UDP
1039,1917677,1917678,tcp,192.168.100.147,24879,192.168.100.3,80,4277,1.432535,25,0.186338,1,2.661186,100,0.058344,0.408406,3.646529,1,DDoS,TCP
1040,3429900,3429901,udp,192.168.100.148,32019,192.168.100.3,80,14820,0.649052,100,2.749944,4,3.667302,100,0,0.728853,4.153216,1,DDoS,UDP
1041,947244,947245,udp,192.168.100.149,9346,192.168.100.5,80,67811,0.023196,81,4.092462,4,4.124334,81,0,0.24281,4.146993,1,DoS,UDP
1042,3365268,3365269,udp,192.168.100.149,4275,192.168.100.3,80,212341,1.955311,100,0,4,2.765227,100,0,0.484486,4.148254,1,DDoS,UDP
1043,1735623,1735624,tcp,192.168.100.149,18126,192.168.100.3,80,84383,0,100,0,3,0,100,0,0.094745,0,1,DDoS,TCP
1044,2476991,2476992,tcp,192.168.100.148,54568,192.168.100.3,80,39304,1.187636,100,0,3,0.839785,100,0,0.076735,2.519356,1,DDoS,TCP
1045,3209854,3209855,udp,192.168.100.150,46314,192.168.100.3,80,56927,0.974162,74,2.025057,4,3.402518,100,0,0.490915,4.112195,1,DDoS,UDP
1046,1527183,1527184,udp,192.168.100.149,51916,192.168.100.5,80,123441,0.071625,100,3.278251,4,3.344759,100,0,0.284096,3.455984,1,DoS,UDP
1047,3454410,3454411,udp,192.168.100.148,41296,192.168.100.3,80,39330,0.647595,51,2.751469,4,3.666728,100,0,0.729223,4.152521,1,DDoS,UDP
1048,3096062,3096063,udp,192.168.100.148,39769,192.168.100.3,80,205285,1.282843,76,1.385799,4,3.200013,100,0,0.729255,4.107318,1,DDoS,UDP
1049,1564327,1564328,udp,192.168.100.148,12907,192.168.100.6,80,160585,1.743541,100,0,4,3.019678,100,0,0.230676,4.04962,1,DoS,UDP
1050,3367050,3367051,udp,192.168.100.150,13636,192.168.100.3,80,214123,0.018025,100,4.03025,4,4.048275,100,0,0.408959,4.0663,1,DDoS,UDP
1051,852151,852152,udp,192.168.100.149,50142,192.168.100.5,80,234875,2.110119,56,0,4,2.109241,56,0,0.225258,4.304557,1,DoS,UDP
1052,3514662,3514663,udp,192.168.100.147,26975,192.168.100.3,80,99582,0.700777,100,3.474281,4,4.464972,100,0,0.778284,4.983362,1,DDoS,UDP
1053,3590285,3590286,tcp,192.168.100.150,57842,192.168.100.6,49152,13065,0.103984,30,0.000286,6,0.10427,100,0.599296,0.998826,0.208254,1,Reconnaissance,OS_Fingerprint
1054,2548007,2548008,tcp,192.168.100.147,25347,192.168.100.3,80,110321,0.100253,98,0,3,0.057881,100,0,0.098849,0.231524,1,DDoS,TCP
1055,1866758,1866759,tcp,192.168.100.149,53978,192.168.100.3,80,215518,0,100,0.285579,1,0.285579,100,0,3.501658,0.285579,1,DDoS,TCP
1056,1121974,1121975,udp,192.168.100.149,50531,192.168.100.5,80,242542,1.779008,86,0,4,3.081039,86,0,0.230917,4.141721,1,DoS,UDP
1057,1199367,1199368,udp,192.168.100.147,12989,192.168.100.7,80,57779,0.167434,75,3.492833,4,3.679238,75,0,0.217123,3.950633,1,DoS,UDP
1058,2999481,2999482,udp,192.168.100.148,2208,192.168.100.3,80,108704,0.633401,100,2.76198,4,3.657744,100,0,0.729316,4.105651,1,DDoS,UDP
1059,2999547,2999548,udp,192.168.100.148,2274,192.168.100.3,80,108770,0.633607,64,2.762025,4,3.65808,100,0,0.729269,4.106561,1,DDoS,UDP
1060,3282652,3282653,udp,192.168.100.150,56942,192.168.100.3,80,129725,1.928971,100,0,4,2.727863,100,0,0.490624,4.113429,1,DDoS,UDP
1061,2830804,2830805,udp,192.168.100.148,64397,192.168.100.3,80,202188,2.156278,100,0,4,3.014734,100,0,0.677097,4.919387,1,DDoS,UDP
1062,2533150,2533151,tcp,192.168.100.147,20624,192.168.100.3,80,95464,0.099809,100,0,3,0.057625,100,0,0.101674,0.2305,1,DDoS,TCP
1063,1940268,1940269,tcp,192.168.100.150,32934,192.168.100.3,80,26872,1.878394,66,0.171086,1,2.824519,100,0.225635,0.341822,4.260846,1,DDoS,TCP
1064,3011160,3011161,udp,192.168.100.148,6673,192.168.100.3,80,120383,0.632963,94,2.762724,4,3.657868,100,0,0.72932,4.105632,1,DDoS,UDP
1065,2403181,2403182,tcp,192.168.100.147,35962,192.168.100.3,80,227642,1.44381,91,0,3,2.041852,100,0,0.33153,3.065878,1,DDoS,TCP
1066,2228211,2228212,tcp,192.168.100.149,12618,192.168.100.3,80,52671,0.068684,97,3.480283,1,3.557513,100,0,0.351486,3.647129,1,DDoS,TCP
1067,3305577,3305578,udp,192.168.100.150,61257,192.168.100.3,80,152650,1.925545,82,0,4,2.723052,100,0,0.490414,4.102612,1,DDoS,UDP
1068,336331,336332,tcp,192.168.100.149,16809,192.168.100.5,80,72702,0.023071,100,0,3,0.01332,100,0,0.093524,0.053281,1,DoS,TCP
1069,2915217,2915218,udp,192.168.100.150,17280,192.168.100.3,80,24440,0.939794,100,2.041808,4,3.370877,100,0,0.494489,4.036022,1,DDoS,UDP
1070,244591,244592,tcp,192.168.100.150,54646,192.168.100.3,80,243115,0,100,0.197659,1,0.197659,100,0,5.059218,0.197659,1,DoS,TCP
1071,2949840,2949841,udp,192.168.100.147,56044,192.168.100.3,80,59063,1.371052,85,1.967683,4,3.906634,100,0,1.02424,4.881436,1,DDoS,UDP
1072,2764165,2764166,udp,192.168.100.149,20191,192.168.100.3,80,135549,2.027356,67,0,4,2.85535,100,0,0.395522,4.507713,1,DDoS,UDP
1073,2456400,2456401,tcp,192.168.100.150,12949,192.168.100.3,80,18713,0,56,0,3,0,100,0,0.109607,0,1,DDoS,TCP
1074,367965,367966,tcp,192.168.100.148,2640,192.168.100.6,80,104336,0.020538,100,0,1,0.014986,100,0.052587,0.163622,0.052037,1,DoS,TCP
1075,2303514,2303515,tcp,192.168.100.148,14903,192.168.100.3,80,127975,1.527093,94,0,3,2.155633,100,0,0.307668,3.347264,1,DDoS,TCP
1076,874889,874890,udp,192.168.100.149,63500,192.168.100.5,80,257615,2.010922,100,0,4,2.842555,100,0,0.235721,4.33884,1,DoS,UDP
1077,2949250,2949251,udp,192.168.100.148,57592,192.168.100.3,80,58473,0.63292,100,2.764761,4,3.659817,100,0,0.729127,4.113563,1,DDoS,UDP
1078,1275279,1275280,udp,192.168.100.150,57724,192.168.100.3,80,133691,1.784589,100,0,4,3.144455,100,0,0.461416,4.916844,1,DoS,UDP
1079,2761711,2761712,udp,192.168.100.150,19818,192.168.100.3,80,133095,2.030631,100,0,4,2.859232,100,0,0.396352,4.520762,1,DDoS,UDP
1080,676992,676993,udp,192.168.100.148,18370,192.168.100.6,80,59716,1.56587,30,0,4,2.71132,30,0,0.232565,3.678553,1,DoS,UDP
1081,773659,773660,udp,192.168.100.150,42092,192.168.100.3,80,156383,0.142624,72,4.343595,4,4.525012,72,0,0.399118,4.7332,1,DoS,UDP
1082,1239399,1239400,udp,192.168.100.147,34462,192.168.100.7,80,97811,1.816412,100,0,4,2.222783,100,0,0.214374,3.840119,1,DoS,UDP
1083,3364161,3364162,udp,192.168.100.149,3552,192.168.100.3,80,211234,1.955342,84,0,4,2.765271,100,0,0.484463,4.14897,1,DDoS,UDP
1084,2440011,2440012,tcp,192.168.100.3,80,192.168.100.150,6546,2322,0.12276,64,0,1,0.114661,64,0.044307,0.132017,0.264232,1,DDoS,TCP
1085,3286294,3286295,udp,192.168.100.148,62580,192.168.100.3,80,133367,0.641786,96,2.779524,4,3.686414,100,0,0.724519,4.171409,1,DDoS,UDP
1086,3337579,3337580,udp,192.168.100.149,63432,192.168.100.3,80,184652,1.955857,100,0,4,2.76598,100,0,0.484365,4.158137,1,DDoS,UDP
1087,161843,161844,tcp,192.168.100.149,35679,192.168.100.5,80,160367,0,100,0,3,0,100,0,0.112227,0,1,DoS,TCP
1088,2233347,2233348,tcp,192.168.100.150,21260,192.168.100.3,80,57807,0.08372,17,3.557297,3,3.641017,100,0,0.271077,3.724737,1,DDoS,TCP
1089,1396044,1396045,udp,192.168.100.149,43220,192.168.100.5,80,254457,1.467608,100,0,4,2.533097,100,0,0.254569,3.577543,1,DoS,UDP
1090,124104,124105,tcp,192.168.100.150,19801,192.168.100.3,80,122628,0.026807,42,0.091506,1,0.118312,42,0.037223,0.111668,0.145119,1,DoS,TCP
1091,2414977,2414978,tcp,192.168.100.149,58228,192.168.100.3,80,239438,0.120797,55,3.388081,3,3.508874,100,0,0.282671,3.629668,1,DDoS,TCP
1092,720020,720021,udp,192.168.100.149,18221,192.168.100.5,80,102744,2.113474,64,0,4,2.111711,64,0,0.200213,4.345465,1,DoS,UDP
1093,2306901,2306902,tcp,192.168.100.150,40056,192.168.100.3,80,131362,1.739704,37,0,1,2.458946,100,0,0.359733,3.759436,1,DDoS,TCP
1094,2211363,2211364,tcp,192.168.100.150,15772,192.168.100.3,80,35822,0.075026,68,3.597627,3,3.672652,100,0,0.269594,3.747678,1,DDoS,TCP
1095,3630981,3630982,tcp,192.168.100.149,1216,192.168.100.3,768,7300,0,100,0.00135,1,0.00135,100,0,0,0.00135,1,Reconnaissance,Service_Scan
1096,2713754,2713755,udp,192.168.100.148,31774,192.168.100.3,80,85138,0.359629,100,3.372056,4,3.880614,100,0,0.610898,4.140059,1,DDoS,UDP
1097,3354907,3354908,udp,192.168.100.149,694,192.168.100.3,80,201980,1.955548,100,0,4,2.765557,100,0,0.48446,4.153066,1,DDoS,UDP
1098,2656852,2656853,udp,192.168.100.147,24759,192.168.100.3,80,28236,0.454563,66,3.986566,4,4.340771,100,0,0.839551,4.982468,1,DDoS,UDP
1099,2531376,2531377,tcp,192.168.100.150,27066,192.168.100.3,80,93689,0.100537,24,0,1,0.050269,100,0,0.12839,0.251343,1,DDoS,TCP
1100,1089378,1089379,udp,192.168.100.147,12284,192.168.100.7,80,209945,0.533126,100,2.541747,4,2.847004,100,0,0.406354,3.912171,1,DoS,UDP
1101,2434440,2434441,tcp,192.168.100.150,7618,192.168.100.3,80,258901,0.090219,47,3.871596,3,3.961821,100,0,0.255679,4.052045,1,DDoS,TCP
1102,3034314,3034315,udp,192.168.100.147,23277,192.168.100.3,80,143537,1.367676,100,1.975831,4,3.909998,100,0,1.024894,4.884311,1,DDoS,UDP
1103,3557827,3557828,udp,192.168.100.147,43873,192.168.100.3,80,142747,1.879059,100,0.983427,4,3.640792,100,0,1.005769,4.979675,1,DDoS,UDP
1104,473681,473682,tcp,192.168.100.149,54950,192.168.100.5,80,210053,2.138006,100,0,3,1.511798,100,0,0.127425,4.535395,1,DoS,TCP
1105,3118921,3118922,udp,192.168.100.149,56854,192.168.100.3,80,228144,1.909926,100,0,4,2.701043,100,0,0.493381,4.053906,1,DDoS,UDP
1106,2628593,2628594,tcp,192.168.100.150,43655,192.168.100.3,80,190907,0.129848,42,0,3,0.105834,100,0.075437,0.151573,0.276774,1,DDoS,TCP
1107,3609889,3609890,tcp,192.168.100.150,62819,192.168.100.3,1352,15305,0,100,0.000143,1,0.000143,100,0,0,0.000143,1,Reconnaissance,Service_Scan
1108,1610820,1610821,udp,192.168.100.147,10978,192.168.100.7,80,207079,1.780243,89,0,4,2.180325,89,0,0.269459,3.644844,1,DoS,UDP
1109,618974,618975,udp,192.168.100.147,4562,192.168.100.7,80,1698,1.244412,100,0,4,1.758606,100,0,0.306402,2.713546,1,DoS,UDP
1110,3122681,3122682,udp,192.168.100.148,54015,192.168.100.3,80,231904,1.277582,31,1.395291,4,3.202047,100,0,0.728839,4.112488,1,DDoS,UDP
1111,1744628,1744629,tcp,192.168.100.148,27888,192.168.100.3,80,93388,0,79,0,3,0,100,0,0.097781,0,1,DDoS,TCP
1112,1575711,1575712,udp,192.168.100.149,64189,192.168.100.5,80,171969,0.561633,79,3.29138,4,3.681631,79,0,0.324186,4.645726,1,DoS,UDP
1113,432450,432451,tcp,192.168.100.150,41515,192.168.100.3,80,168822,0.04496,93,0.07918,1,0.12414,93,0.035152,0.105457,0.1691,1,DoS,TCP
1114,1249899,1249900,udp,192.168.100.148,40729,192.168.100.6,80,108311,2.049201,100,0,4,1.67193,100,0,0.190031,4.30434,1,DoS,UDP
1115,3639292,3639293,icmp,192.168.100.5,771,192.168.100.148,1665,15737,0,43,0,5,0,11,0,0.001275,0,1,Reconnaissance,Service_Scan
1116,91964,91965,tcp,192.168.100.147,40639,192.168.100.7,80,90488,0,82,0,3,0,82,0,0.125902,0,1,DoS,TCP
1117,2174311,2174312,tcp,192.168.100.150,14489,192.168.100.3,80,260919,0,100,0,3,0,100,0,0.097211,0,1,DDoS,TCP
1118,198909,198910,tcp,192.168.100.148,57427,192.168.100.6,80,197433,0.008175,82,0,1,0.00472,82,0,0.132475,0.01888,1,DoS,TCP
1119,2637363,2637364,udp,192.168.100.147,10687,192.168.100.3,80,8747,0.465486,100,3.994106,4,4.33987,100,0,0.838238,4.99788,1,DDoS,UDP
1120,675990,675991,udp,192.168.100.148,18328,192.168.100.6,80,58714,1.5659,100,0,4,2.711349,100,0,0.232488,3.678554,1,DoS,UDP
1121,3640716,3640717,icmp,192.168.100.5,771,192.168.100.149,5379,17268,0,43,0,5,0,11,0,0,0,1,Reconnaissance,Service_Scan
1122,60332,60333,tcp,192.168.100.149,8096,192.168.100.5,80,58856,0,100,0,3,0,100,0,0.104172,0,1,DoS,TCP
1123,730268,730269,udp,192.168.100.148,30121,192.168.100.6,80,112992,1.551178,93,0,4,2.686672,93,0,0.237896,3.590561,1,DoS,UDP
1124,2750145,2750146,udp,192.168.100.147,57392,192.168.100.3,80,121529,0.811284,66,3.000571,4,4.000721,100,0,0.856808,4.987672,1,DDoS,UDP
1125,1334451,1334452,udp,192.168.100.150,9955,192.168.100.3,80,192863,1.75317,100,0,4,3.059967,100,0,0.474875,4.921336,1,DoS,UDP
1126,1522245,1522246,udp,192.168.100.150,52087,192.168.100.3,80,118503,0.023408,56,4.786828,4,4.810485,56,0,0.625877,4.848334,1,DoS,UDP
1127,1305453,1305454,udp,192.168.100.149,3805,192.168.100.5,80,163865,1.791911,100,0,4,2.166185,100,0,0.222568,4.134689,1,DoS,UDP
1128,255824,255825,tcp,192.168.100.150,63038,192.168.100.3,80,254377,0,63,0.193519,1,0.193519,63,0,5.167451,0.193519,1,DoS,TCP
1129,200275,200276,tcp,192.168.100.148,57913,192.168.100.6,80,198799,0.020987,36,0,1,0.016843,36,0.044489,0.133258,0.051393,1,DoS,TCP
1130,174135,174136,tcp,192.168.100.150,29905,192.168.100.3,80,172659,0.03198,86,0.094686,1,0.126667,86,0.035488,0.106465,0.158647,1,DoS,TCP
1131,2778351,2778352,udp,192.168.100.147,64433,192.168.100.3,80,149735,0.722732,100,3.00377,4,3.928597,100,0,0.869818,4.767887,1,DDoS,UDP
1132,2528025,2528026,tcp,192.168.100.150,26296,192.168.100.3,80,90338,0.095763,56,0,1,0.047882,100,0,0.128634,0.239408,1,DDoS,TCP
1133,700380,700381,udp,192.168.100.149,13727,192.168.100.5,80,83104,1.953524,90,0,4,2.762645,90,0,0.158792,4.159024,1,DoS,UDP
1134,2628439,2628440,tcp,192.168.100.149,56521,192.168.100.3,80,190753,0,100,0,3,0,100,0,0.068139,0,1,DDoS,TCP
1135,2078091,2078092,tcp,192.168.100.147,53189,192.168.100.3,80,164698,1.695669,100,0,3,2.395761,100,0,0.2919,3.684135,1,DDoS,TCP
1136,1631685,1631686,udp,192.168.100.147,19555,192.168.100.7,80,227944,1.572323,75,0,4,2.723261,75,0,0.290827,3.642512,1,DoS,UDP
1137,2668106,2668107,udp,192.168.100.148,13227,192.168.100.3,80,39490,0.304862,46,3.4942,4,3.92534,100,0,0.600157,4.141492,1,DDoS,UDP
1138,3094218,3094219,udp,192.168.100.149,48678,192.168.100.3,80,203441,1.912695,96,0,4,2.704953,100,0,0.49344,4.062309,1,DDoS,UDP
1139,1437337,1437338,udp,192.168.100.149,29948,192.168.100.5,80,33595,0.157429,100,3.249108,4,3.399514,100,0,0.281601,3.6569,1,DoS,UDP
1140,1852249,1852250,tcp,192.168.100.148,54174,192.168.100.3,80,201009,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
1141,1849639,1849640,tcp,192.168.100.147,58009,192.168.100.3,80,198399,0,46,0,3,0,100,0,0,0,1,DDoS,TCP
1142,2916507,2916508,udp,192.168.100.149,13256,192.168.100.3,80,25730,0.950888,100,2.038359,4,3.383114,100,0,0.493018,4.058158,1,DDoS,UDP
1143,1765013,1765014,tcp,192.168.100.148,32665,192.168.100.3,80,113773,0,100,0,3,0,100,0,0.09956,0,1,DDoS,TCP
1144,1157934,1157935,udp,192.168.100.148,22395,192.168.100.6,80,16346,2.053295,84,0,4,1.675154,84,0,0.190894,4.31833,1,DoS,UDP
1145,66912,66913,tcp,192.168.100.149,9856,192.168.100.5,80,65436,0.021073,42,0,3,0.012167,42,0,0.104412,0.048667,1,DoS,TCP
1146,1171814,1171815,udp,192.168.100.150,32691,192.168.100.3,80,30226,1.701169,100,0,4,3.479016,100,0,0.458767,4.877227,1,DoS,UDP
1147,524174,524175,tcp,192.168.100.150,28658,192.168.100.3,80,260548,0,100,0.16428,1,0.16428,100,0,6.087168,0.16428,1,DoS,TCP
1148,338785,338786,tcp,192.168.100.147,4135,192.168.100.7,80,75156,0,100,0,3,0,100,0,0.112712,0,1,DoS,TCP
1149,3276996,3276997,udp,192.168.100.150,55956,192.168.100.3,80,124069,1.920308,74,0,4,2.715722,100,0,0.420921,4.07716,1,DDoS,UDP
1150,3630505,3630506,tcp,192.168.100.149,1216,192.168.100.3,332,6824,0,100,0.006184,1,0.006184,100,161.707626,161.707626,0.006184,1,Reconnaissance,Service_Scan
1151,1779909,1779910,tcp,192.168.100.149,30470,192.168.100.3,80,128669,0.099534,100,0,1,0.099534,100,0,0.197667,0.199068,1,DDoS,TCP
1152,2353009,2353010,tcp,192.168.100.150,48036,192.168.100.3,80,177470,0.056123,100,3.591738,3,3.647861,100,0,0.269784,3.703985,1,DDoS,TCP
1153,2261349,2261350,tcp,192.168.100.148,64610,192.168.100.3,80,85809,1.573733,74,0,3,2.218793,100,0,0.306279,3.478759,1,DDoS,TCP
1154,934397,934398,udp,192.168.100.149,5331,192.168.100.5,80,54964,0.026989,100,4.088289,4,4.125045,100,0,0.242881,4.152333,1,DoS,UDP
1155,1326712,1326713,udp,192.168.100.148,61161,192.168.100.6,80,185124,1.851279,88,0.010088,4,3.187749,88,0,0.187946,4.651571,1,DoS,UDP
1156,480672,480673,tcp,192.168.100.150,50696,192.168.100.3,80,217045,0.001537,100,0.130544,1,0.132081,100,0.036064,0.108192,0.133618,1,DoS,TCP
1157,3616930,3616931,tcp,192.168.100.149,35594,192.168.100.3,3306,22360,0,25,0.197214,6,0.197214,100,25.353168,30.423803,0.197214,1,Reconnaissance,Service_Scan
1158,2149280,2149281,tcp,192.168.100.147,7342,192.168.100.3,80,235888,0.241819,62,2.972974,1,3.314382,100,0,0.374484,3.50228,1,DDoS,TCP
1159,1158762,1158763,udp,192.168.100.150,27319,192.168.100.3,80,17174,1.662854,100,0,4,3.442663,100,0,0.457979,4.899276,1,DoS,UDP
1160,2025163,2025164,tcp,192.168.100.148,10178,192.168.100.3,80,111770,1.908848,79,0,3,2.645358,100,0,0.271775,4.433989,1,DDoS,TCP
1161,146923,146924,tcp,192.168.100.147,54876,192.168.100.7,80,145447,0,87,0,3,0,87,0,0.120225,0,1,DoS,TCP
1162,3515213,3515214,udp,192.168.100.150,10274,192.168.100.3,80,100133,0.924786,100,2.104369,4,3.41221,100,0,0.489888,4.0691,1,DDoS,UDP
1163,1014231,1014232,udp,192.168.100.150,61784,192.168.100.3,80,134798,1.792313,100,0,4,3.584556,100,0,0.446579,4.49391,1,DoS,UDP
1164,2296182,2296183,tcp,192.168.100.147,61355,192.168.100.3,80,120643,1.387052,38,0,3,1.960445,100,0,0.325814,2.998658,1,DDoS,TCP
1165,1749208,1749209,tcp,192.168.100.149,21964,192.168.100.3,80,97968,0,100,0,3,0,100,0,0.09505,0,1,DDoS,TCP
1166,1318204,1318205,udp,192.168.100.148,57366,192.168.100.6,80,176616,1.917297,100,0,4,3.259602,100,0,0.18849,4.944706,1,DoS,UDP
1167,1225183,1225184,udp,192.168.100.147,27544,192.168.100.7,80,83595,1.810505,100,0,4,2.216017,100,0,0.215516,3.809672,1,DoS,UDP
1168,87142,87143,tcp,192.168.100.148,27721,192.168.100.6,80,85666,0.0824,89,0,1,0.047438,89,0.051645,0.128409,0.210983,1,DoS,TCP
1169,741335,741336,udp,192.168.100.148,32661,192.168.100.6,80,124059,1.551577,100,0,4,2.687398,100,0,0.239326,3.590865,1,DoS,UDP
1170,2046607,2046608,tcp,192.168.100.148,18192,192.168.100.3,80,133214,0.470557,100,3.36765,1,3.753824,100,0,0.339747,4.41626,1,DDoS,TCP
1171,351539,351540,tcp,192.168.100.148,64069,192.168.100.6,80,87910,0.00826,100,0,3,0.00413,100,0,0.16409,0.020649,1,DoS,TCP
1172,3624369,3624370,tcp,192.168.100.150,2969,192.168.100.3,517,581,0,100,0.0007469999999999,1,0.0007469999999999,100,0,0,0.0007469999999999,1,Reconnaissance,Service_Scan
1173,1882237,1882238,tcp,192.168.100.148,61522,192.168.100.3,80,230997,0,63,0,3,0,100,0,0,0,1,DDoS,TCP
1174,1222262,1222263,udp,192.168.100.148,35924,192.168.100.6,80,80674,2.056855,100,0,4,1.67793,100,0,0.19031,4.331526,1,DoS,UDP
1175,2723496,2723497,udp,192.168.100.147,50998,192.168.100.3,80,94880,0.466227,100,2.994303,4,3.653182,100,0,0.775574,4.004085,1,DDoS,UDP
1176,3238081,3238082,udp,192.168.100.147,8488,192.168.100.3,80,85154,1.414113,61,1.98201,4,3.981775,100,0,1.003334,4.998396,1,DDoS,UDP
1177,3596101,3596102,tcp,192.168.100.150,36663,192.168.100.3,30000,934,0,81,0.00003,1,0.00003,81,0,0,0.00003,1,Reconnaissance,Service_Scan
1178,976189,976190,udp,192.168.100.148,31382,192.168.100.6,80,96756,0.018968,54,3.551443,4,3.568248,54,0,0.279818,3.599608,1,DoS,UDP
1179,3104142,3104143,udp,192.168.100.149,51336,192.168.100.3,80,213365,1.913381,100,0,4,2.705925,100,0,0.493359,4.063227,1,DDoS,UDP
1180,2419927,2419928,tcp,192.168.100.150,65041,192.168.100.3,80,244388,0.124898,72,3.737079,1,3.861973,100,0,0.342899,3.986868,1,DDoS,TCP
1181,3279009,3279010,udp,192.168.100.147,34145,192.168.100.3,80,126082,0.82078,100,2.984495,4,3.98921,100,0,1.002377,4.994986,1,DDoS,UDP
1182,2519207,2519208,tcp,192.168.100.149,41996,192.168.100.3,80,81520,0.156688,10,0,1,0.090464,100,0,0.090197,0.361856,1,DDoS,TCP
1183,3389205,3389206,udp,192.168.100.150,23635,192.168.100.3,80,236278,1.922976,64,0,4,2.719459,100,0,0.490773,4.091836,1,DDoS,UDP
1184,226428,226429,tcp,192.168.100.150,43817,192.168.100.3,80,224952,0,77,0.19058,1,0.19058,77,0,5.24714,0.19058,1,DoS,TCP
1185,1559871,1559872,udp,192.168.100.148,10179,192.168.100.6,80,156129,1.742837,100,0,4,3.018462,100,0,0.234848,4.0447,1,DoS,UDP
1186,14432,14433,tcp,192.168.100.147,15029,192.168.100.7,80,12956,0,77,0,3,0,77,0,0.096928,0,1,DoS,TCP
1187,1451326,1451327,udp,192.168.100.149,34213,192.168.100.5,80,47584,0.142835,100,3.248424,4,3.386981,100,0,0.282114,3.617793,1,DoS,UDP
